Discord Name,Discord ID,Activity Month,Chat Count,Broadcast Count,Total Activity,Seen Ranks
bone0,198076420801560576,2026-04,72,5,77,Diamond
TooChonged,198807725319127040,2025-06,74,20,94,Emerald
TooChonged,198807725319127040,2025-07,237,83,320,Emerald
TooChonged,198807725319127040,2025-08,369,65,434,Emerald
TooChonged,198807725319127040,2025-09,318,22,340,Emerald
TooChonged,198807725319127040,2025-10,265,20,285,Emerald
TooChonged,198807725319127040,2025-11,251,32,283,"Emerald, Ruby"
TooChonged,198807725319127040,2025-12,135,13,148,Ruby
TooChonged,198807725319127040,2026-01,259,33,292,"Guest, Ruby"
TooChonged,198807725319127040,2026-02,145,25,170,Ruby
TooChonged,198807725319127040,2026-03,75,18,93,Ruby
TooChonged,198807725319127040,2026-04,30,1,31,Ruby
Wallago,199720920053579777,2025-09,101,116,217,Sapphire
Wallago,199720920053579777,2025-10,53,69,122,Sapphire
Wallago,199720920053579777,2025-11,41,42,83,Sapphire
Wallago,199720920053579777,2025-12,60,23,83,Sapphire
Wallago,199720920053579777,2026-01,72,38,110,Sapphire
Wallago,199720920053579777,2026-02,55,11,66,"Emerald, Sapphire"
Wallago,199720920053579777,2026-03,13,4,17,Emerald
Wallago,199720920053579777,2026-04,8,1,9,Emerald
xWilliam,200277762039087104,2025-08,107,170,277,Sapphire
xWilliam,200277762039087104,2025-09,10,50,60,"Emerald, Sapphire"
xWilliam,200277762039087104,2025-10,8,17,25,Emerald
xWilliam,200277762039087104,2025-11,0,2,2,None
xWilliam,200277762039087104,2025-12,0,4,4,None
xWilliam,200277762039087104,2026-01,3,1,4,Emerald
xWilliam,200277762039087104,2026-02,2,1,3,Emerald
xWilliam,200277762039087104,2026-03,5,9,14,Emerald
xWilliam,200277762039087104,2026-04,4,5,9,Emerald
Hotandhorny/Lil Hot,201693784671649792,2025-07,71,3,74,Major
Hotandhorny/Lil Hot,201693784671649792,2025-08,34,6,40,Major
Hotandhorny/Lil Hot,201693784671649792,2025-09,34,14,48,Major
Hotandhorny/Lil Hot,201693784671649792,2025-10,12,2,14,Major
Hotandhorny/Lil Hot,201693784671649792,2025-11,35,28,63,Major
Hotandhorny/Lil Hot,201693784671649792,2025-12,130,61,191,Major
Hotandhorny/Lil Hot,201693784671649792,2026-01,155,55,210,Major
Hotandhorny/Lil Hot,201693784671649792,2026-02,40,15,55,Major
Hotandhorny/Lil Hot,201693784671649792,2026-03,23,4,27,Major
Hotandhorny/Lil Hot,201693784671649792,2026-04,3,1,4,Major
Zetu,204134693304664065,2025-06,4,1,5,Dragonstone
Zetu,204134693304664065,2025-07,32,48,80,Dragonstone
Zetu,204134693304664065,2025-08,146,39,185,Dragonstone
Zetu,204134693304664065,2025-09,449,63,512,Dragonstone
Zetu,204134693304664065,2025-10,293,119,412,Dragonstone
Zetu,204134693304664065,2025-11,366,85,451,Dragonstone
Zetu,204134693304664065,2025-12,2,1,3,Dragonstone
Zetu,204134693304664065,2026-01,12,17,29,Dragonstone
Zetu,204134693304664065,2026-02,7,2,9,Dragonstone
Getironmylvl | Getonmylvl,204805234235539456,2025-06,43,33,76,Ruby
Getironmylvl | Getonmylvl,204805234235539456,2025-07,73,61,134,Ruby
Getironmylvl | Getonmylvl,204805234235539456,2025-08,79,45,124,"Diamond, Ruby"
Getironmylvl | Getonmylvl,204805234235539456,2025-09,167,54,221,Diamond
Getironmylvl | Getonmylvl,204805234235539456,2025-10,155,76,231,Diamond
Getironmylvl | Getonmylvl,204805234235539456,2025-11,210,84,294,Diamond
Getironmylvl | Getonmylvl,204805234235539456,2025-12,483,47,530,Diamond
Getironmylvl | Getonmylvl,204805234235539456,2026-01,184,28,212,Diamond
Getironmylvl | Getonmylvl,204805234235539456,2026-02,90,16,106,Diamond
Getironmylvl | Getonmylvl,204805234235539456,2026-03,276,44,320,Diamond
Getironmylvl | Getonmylvl,204805234235539456,2026-04,25,8,33,Diamond
Birdman593,205541181549969418,2025-06,29,0,29,Guest
Birdman593,205541181549969418,2025-07,151,27,178,"Guest, Sapphire"
Birdman593,205541181549969418,2025-08,332,42,374,"Emerald, Sapphire"
Birdman593,205541181549969418,2025-09,79,18,97,Emerald
Birdman593,205541181549969418,2025-10,139,17,156,Emerald
Birdman593,205541181549969418,2025-11,116,52,168,"Emerald, Ruby"
Birdman593,205541181549969418,2025-12,130,46,176,Diamond
Birdman593,205541181549969418,2026-01,201,98,299,Diamond
Birdman593,205541181549969418,2026-02,136,49,185,Diamond
Birdman593,205541181549969418,2026-03,210,63,273,Diamond
Birdman593,205541181549969418,2026-04,20,8,28,Diamond
Im Legence,206573036650889217,2025-06,170,88,258,Emerald
Im Legence,206573036650889217,2025-07,87,86,173,Emerald
Im Legence,206573036650889217,2025-08,82,23,105,"Emerald, Ruby"
Im Legence,206573036650889217,2025-10,56,31,87,Ruby
Im Legence,206573036650889217,2025-11,107,152,259,Ruby
Im Legence,206573036650889217,2025-12,174,82,256,Diamond
Im Legence,206573036650889217,2026-01,335,161,496,Diamond
Im Legence,206573036650889217,2026-02,160,92,252,Diamond
Im Legence,206573036650889217,2026-03,38,14,52,Diamond
LexFerrum,209193548883558400,2025-07,28,14,42,"Guest, Sapphire"
LexFerrum,209193548883558400,2025-08,379,149,528,"Emerald, Sapphire"
LexFerrum,209193548883558400,2025-09,128,69,197,Emerald
LexFerrum,209193548883558400,2025-10,140,21,161,Emerald
LexFerrum,209193548883558400,2025-11,6,6,12,Emerald
LexFerrum,209193548883558400,2026-01,514,133,647,Emerald
LexFerrum,209193548883558400,2026-02,102,35,137,Emerald
LexFerrum,209193548883558400,2026-03,93,29,122,Ruby
dreisus,210649556751351809,2025-06,38,40,78,Sapphire
dreisus,210649556751351809,2025-07,184,57,241,"Emerald, Sapphire"
dreisus,210649556751351809,2025-08,18,74,92,Emerald
dreisus,210649556751351809,2025-10,7,10,17,Emerald
dreisus,210649556751351809,2025-11,0,19,19,None
dreisus,210649556751351809,2025-12,4,34,38,Emerald
dreisus,210649556751351809,2026-01,15,13,28,Emerald
dreisus,210649556751351809,2026-02,0,17,17,None
BottingBruce,210721679301672961,2025-07,14,55,69,Sapphire
BottingBruce,210721679301672961,2025-08,51,93,144,"Emerald, Sapphire"
BottingBruce,210721679301672961,2025-09,44,69,113,Emerald
BottingBruce,210721679301672961,2025-10,91,101,192,Emerald
BottingBruce,210721679301672961,2025-11,45,42,87,Emerald
BottingBruce,210721679301672961,2025-12,87,94,181,Emerald
BottingBruce,210721679301672961,2026-01,95,72,167,"Emerald, Ruby"
BottingBruce,210721679301672961,2026-02,141,72,213,Ruby
BottingBruce,210721679301672961,2026-03,121,101,222,"Guest, Ruby"
BottingBruce,210721679301672961,2026-04,4,0,4,Ruby
PessaMystic,211267576943083521,2025-06,26,14,40,Ruby
PessaMystic,211267576943083521,2025-07,10,3,13,Ruby
PessaMystic,211267576943083521,2025-09,3,5,8,Ruby
PessaMystic,211267576943083521,2025-12,37,29,66,Ruby
PessaMystic,211267576943083521,2026-01,77,44,121,Ruby
PessaMystic,211267576943083521,2026-02,2,20,22,Ruby
PessaMystic,211267576943083521,2026-04,1,1,2,Ruby
SuperLazySam,212129698761670656,2025-06,1,5,6,Ruby
SuperLazySam,212129698761670656,2025-07,38,27,65,Ruby
SuperLazySam,212129698761670656,2025-08,4,7,11,Ruby
SuperLazySam,212129698761670656,2025-09,0,1,1,None
Cuppa,215058062728232960,2025-06,68,12,80,Diamond
Cuppa,215058062728232960,2025-07,122,39,161,Diamond
Cuppa,215058062728232960,2025-08,426,73,499,Diamond
Cuppa,215058062728232960,2025-09,86,15,101,"Diamond, Dragonstone"
Cuppa,215058062728232960,2025-10,4,0,4,Dragonstone
Cuppa,215058062728232960,2025-11,122,24,146,Dragonstone
Cuppa,215058062728232960,2025-12,2,0,2,Dragonstone
Cuppa,215058062728232960,2026-01,135,39,174,Dragonstone
Cuppa,215058062728232960,2026-02,41,10,51,Dragonstone
Cuppa,215058062728232960,2026-03,21,2,23,Dragonstone
Lethal Tempt,215273134826192896,2026-01,334,8,342,"Guest, Helper, Sapphire"
Lethal Tempt,215273134826192896,2026-02,879,74,953,Sapphire
Lethal Tempt,215273134826192896,2026-03,5,0,5,Sapphire
MalteseCnt,215640949613789184,2026-01,93,7,100,Sapphire
MalteseCnt,215640949613789184,2026-02,5,1,6,Sapphire
MrBoard,216136521055469569,2026-01,3,5,8,Sapphire
MrBoard,216136521055469569,2026-02,7,13,20,Sapphire
MrBoard,216136521055469569,2026-03,1,1,2,Sapphire
Defiled Fe,216468039384694784,2026-02,17,41,58,"Guest, Sapphire"
Defiled Fe,216468039384694784,2026-03,9,34,43,Sapphire
Defiled Fe,216468039384694784,2026-04,0,2,2,None
iockedin,217257543746060299,2025-06,88,34,122,Sapphire
iockedin,217257543746060299,2025-07,105,45,150,Sapphire
iockedin,217257543746060299,2025-08,155,29,184,"Emerald, Sapphire"
iockedin,217257543746060299,2025-09,316,66,382,Emerald
iockedin,217257543746060299,2025-10,223,61,284,Emerald
iockedin,217257543746060299,2025-11,248,53,301,Emerald
iockedin,217257543746060299,2025-12,360,50,410,Emerald
iockedin,217257543746060299,2026-01,530,96,626,"Emerald, Ruby"
iockedin,217257543746060299,2026-02,257,19,276,Ruby
iockedin,217257543746060299,2026-03,127,10,137,Ruby
iockedin,217257543746060299,2026-04,29,2,31,Ruby
Split,217864733422780416,2026-03,122,21,143,"Guest, Helper, Sapphire"
Split,217864733422780416,2026-04,113,12,125,"Guest, Sapphire"
Ironmensux / neff,217967927897489413,2025-09,13,24,37,Sapphire
Ironmensux / neff,217967927897489413,2025-10,15,7,22,Sapphire
Ironmensux / neff,217967927897489413,2025-12,16,8,24,Sapphire
Ironmensux / neff,217967927897489413,2026-01,25,36,61,Sapphire
Ironmensux / neff,217967927897489413,2026-02,21,24,45,Sapphire
mate potate,218205311650103297,2025-06,4,3,7,Emerald
mate potate,218205311650103297,2025-07,22,90,112,"Emerald, Ruby"
mate potate,218205311650103297,2025-08,66,92,158,Ruby
mate potate,218205311650103297,2025-09,33,62,95,Ruby
mate potate,218205311650103297,2025-10,2,3,5,Ruby
mate potate,218205311650103297,2025-11,10,55,65,Ruby
mate potate,218205311650103297,2026-01,16,45,61,Ruby
mate potate,218205311650103297,2026-03,2,0,2,Ruby
Nafan,218312223238520842,2025-06,97,38,135,Elite
Nafan,218312223238520842,2025-07,40,42,82,Elite
Nafan,218312223238520842,2025-08,28,20,48,Elite
Nafan,218312223238520842,2025-11,0,1,1,None
Nafan,218312223238520842,2026-01,3,2,5,Elite
Nafan,218312223238520842,2026-02,7,0,7,Elite
its juddy,218631324804710400,2025-06,55,11,66,Sapphire
its juddy,218631324804710400,2025-07,89,51,140,Sapphire
its juddy,218631324804710400,2025-08,48,8,56,"Emerald, Sapphire"
its juddy,218631324804710400,2025-09,66,38,104,Emerald
its juddy,218631324804710400,2025-10,57,38,95,Emerald
its juddy,218631324804710400,2025-11,97,39,136,"Emerald, Ruby"
its juddy,218631324804710400,2025-12,99,25,124,Ruby
its juddy,218631324804710400,2026-01,78,17,95,Ruby
its juddy,218631324804710400,2026-02,54,17,71,Ruby
its juddy,218631324804710400,2026-03,45,9,54,Ruby
its juddy,218631324804710400,2026-04,4,0,4,Ruby
Mr Woolley,219037381372805120,2025-06,1,1,2,Emerald
Mr Woolley,219037381372805120,2025-07,19,17,36,Ruby
Mr Woolley,219037381372805120,2025-10,25,17,42,Ruby
Mr Woolley,219037381372805120,2025-11,83,70,153,Ruby
Mr Woolley,219037381372805120,2025-12,21,19,40,Ruby
Mr Woolley,219037381372805120,2026-01,128,56,184,Ruby
Mr Woolley,219037381372805120,2026-02,73,55,128,"Diamond, Ruby"
Mr Woolley,219037381372805120,2026-03,180,107,287,Diamond
Mr Woolley,219037381372805120,2026-04,60,10,70,Diamond
SpodgeyBear,219664915038732291,2025-06,11,21,32,Emerald
SpodgeyBear,219664915038732291,2025-07,77,36,113,Emerald
SpodgeyBear,219664915038732291,2025-08,45,45,90,Emerald
SpodgeyBear,219664915038732291,2025-09,90,32,122,Emerald
SpodgeyBear,219664915038732291,2025-10,246,59,305,Emerald
SpodgeyBear,219664915038732291,2025-11,522,77,599,"Emerald, Racer, Ruby"
SpodgeyBear,219664915038732291,2025-12,197,43,240,Ruby
SpodgeyBear,219664915038732291,2026-01,369,73,442,"Diamond, Ruby"
SpodgeyBear,219664915038732291,2026-02,256,45,301,"Diamond, Helper"
SpodgeyBear,219664915038732291,2026-03,199,50,249,"Diamond, Helper"
SpodgeyBear,219664915038732291,2026-04,124,11,135,"Diamond, Helper"
Ifrogs,220004172441845761,2025-07,0,1,1,None
Ifrogs,220004172441845761,2025-11,6,7,13,Zenyte
Ifrogs,220004172441845761,2026-01,5,8,13,Zenyte
Ifrogs,220004172441845761,2026-02,35,1,36,Zenyte
Edwartalithi,220151271187808257,2025-06,15,11,26,Sapphire
Edwartalithi,220151271187808257,2025-07,72,68,140,"Emerald, Sapphire"
Edwartalithi,220151271187808257,2025-08,21,15,36,Emerald
Edwartalithi,220151271187808257,2025-11,2,6,8,Emerald
Edwartalithi,220151271187808257,2025-12,0,25,25,None
Edwartalithi,220151271187808257,2026-01,8,14,22,Emerald
Edwartalithi,220151271187808257,2026-02,7,12,19,Emerald
Trac3y,221252215292035072,2025-09,66,163,229,Sapphire
Trac3y,221252215292035072,2025-10,95,153,248,Sapphire
Trac3y,221252215292035072,2025-11,51,103,154,"Emerald, Sapphire"
Trac3y,221252215292035072,2025-12,148,152,300,Emerald
Trac3y,221252215292035072,2026-01,62,42,104,"Emerald, Ruby"
Trac3y,221252215292035072,2026-02,43,23,66,Ruby
Trac3y,221252215292035072,2026-03,23,49,72,Ruby
Trac3y,221252215292035072,2026-04,12,10,22,Ruby
222330864384737281,222330864384737281,2025-06,1,8,9,Sapphire
222330864384737281,222330864384737281,2025-07,59,99,158,Emerald
222330864384737281,222330864384737281,2025-08,69,71,140,"Emerald, Sapphire"
222330864384737281,222330864384737281,2025-11,2,1,3,Emerald
222330864384737281,222330864384737281,2025-12,0,1,1,None
222330864384737281,222330864384737281,2026-03,4,0,4,Emerald
Rlbbon - king of gooning,224342212643782658,2025-06,27,3,30,Onyx
Rlbbon - king of gooning,224342212643782658,2025-07,0,5,5,None
Rlbbon - king of gooning,224342212643782658,2025-08,89,34,123,"Onyx, Racer"
Rlbbon - king of gooning,224342212643782658,2025-09,86,89,175,"Onyx, Sapphire"
Rlbbon - king of gooning,224342212643782658,2025-10,95,11,106,Onyx
Rlbbon - king of gooning,224342212643782658,2025-11,123,43,166,"Guest, Onyx"
Rlbbon - king of gooning,224342212643782658,2026-04,3,0,3,Onyx
VYW,225096458896932864,2025-12,30,37,67,Sapphire
VYW,225096458896932864,2026-01,118,71,189,Sapphire
VYW,225096458896932864,2026-02,138,66,204,Sapphire
VYW,225096458896932864,2026-03,82,41,123,Sapphire
VYW,225096458896932864,2026-04,0,1,1,None
Theopotimus,225540020382072832,2025-07,0,5,5,None
Theopotimus,225540020382072832,2025-08,5,11,16,Diamond
Theopotimus,225540020382072832,2025-09,3,9,12,Diamond
Theopotimus,225540020382072832,2026-01,0,1,1,None
milla,226943419061239810,2025-07,1,5,6,Major
milla,226943419061239810,2025-08,7,3,10,Major
milla,226943419061239810,2025-09,2,20,22,Major
milla,226943419061239810,2025-10,4,20,24,Major
milla,226943419061239810,2025-12,0,2,2,None
milla,226943419061239810,2026-01,0,1,1,None
milla,226943419061239810,2026-02,10,3,13,Major
milla,226943419061239810,2026-03,9,6,15,Major
panfriednuts,228086743566516225,2025-09,0,23,23,None
panfriednuts,228086743566516225,2025-10,0,42,42,None
panfriednuts,228086743566516225,2025-11,0,17,17,None
panfriednuts,228086743566516225,2025-12,2,4,6,Sapphire
panfriednuts,228086743566516225,2026-01,1,41,42,Sapphire
panfriednuts,228086743566516225,2026-02,1,35,36,Sapphire
panfriednuts,228086743566516225,2026-03,11,39,50,Sapphire
panfriednuts,228086743566516225,2026-04,0,6,6,None
Doug Lee,228324408765186048,2025-06,213,34,247,Dragonstone
Doug Lee,228324408765186048,2025-07,412,125,537,Dragonstone
Doug Lee,228324408765186048,2025-08,493,96,589,"Dragonstone, Emerald, Racer, Zenyte"
Doug Lee,228324408765186048,2025-09,398,118,516,Dragonstone
Doug Lee,228324408765186048,2025-10,207,76,283,"Dragonstone, Racer"
Doug Lee,228324408765186048,2025-11,545,91,636,Dragonstone
Doug Lee,228324408765186048,2025-12,717,67,784,"Dragonstone, Guest, Onyx, Racer, Zenyte"
Doug Lee,228324408765186048,2026-01,602,85,687,"Dragonstone, Helper"
Doug Lee,228324408765186048,2026-02,329,19,348,"Dragonstone, Onyx"
Doug Lee,228324408765186048,2026-03,279,26,305,"Helper, Onyx, Racer"
Doug Lee,228324408765186048,2026-04,23,10,33,"Helper, Onyx, Racer"
Zingoooo,229289945422888960,2025-10,8,36,44,Sapphire
Zingoooo,229289945422888960,2025-11,87,32,119,Sapphire
Zingoooo,229289945422888960,2025-12,10,58,68,Sapphire
Zingoooo,229289945422888960,2026-01,1,5,6,Sapphire
Zingoooo,229289945422888960,2026-03,343,94,437,Sapphire
Zingoooo,229289945422888960,2026-04,202,30,232,Sapphire
PlantSwift / MatetasFury,229468244887601152,2025-08,308,55,363,Emerald
PlantSwift / MatetasFury,229468244887601152,2025-09,277,91,368,"Emerald, Ruby"
PlantSwift / MatetasFury,229468244887601152,2025-10,114,47,161,Ruby
PlantSwift / MatetasFury,229468244887601152,2025-11,16,11,27,Ruby
PlantSwift / MatetasFury,229468244887601152,2025-12,0,5,5,None
PlantSwift / MatetasFury,229468244887601152,2026-03,23,1,24,Ruby
Seven Dayz,231061052110929921,2025-06,8,1,9,Sapphire
Seven Dayz,231061052110929921,2025-07,42,13,55,Sapphire
Seven Dayz,231061052110929921,2025-08,0,1,1,None
Seven Dayz,231061052110929921,2025-11,11,24,35,Emerald
Seven Dayz,231061052110929921,2025-12,5,9,14,Emerald
Seven Dayz,231061052110929921,2026-01,3,3,6,Emerald
Seven Dayz,231061052110929921,2026-02,1,3,4,Emerald
Seven Dayz,231061052110929921,2026-03,1,1,2,Emerald
D3v8ヅ,231605558074015744,2026-03,773,49,822,"Guest, Sapphire"
D3v8ヅ,231605558074015744,2026-04,224,18,242,Sapphire
Scerri,232089241524371457,2025-07,4,6,10,Sapphire
Scerri,232089241524371457,2025-09,3,4,7,Sapphire
Scerri,232089241524371457,2025-10,51,0,51,Sapphire
Scerri,232089241524371457,2025-11,131,73,204,Sapphire
Scerri,232089241524371457,2025-12,403,38,441,Sapphire
JESSEE | Healthy Boyy,232136456234074112,2025-06,14,5,19,Sapphire
JESSEE | Healthy Boyy,232136456234074112,2025-07,63,18,81,Sapphire
JESSEE | Healthy Boyy,232136456234074112,2025-08,199,31,230,"Emerald, Ruby, Sapphire"
JESSEE | Healthy Boyy,232136456234074112,2025-09,15,2,17,Ruby
JESSEE | Healthy Boyy,232136456234074112,2025-10,30,11,41,Ruby
JESSEE | Healthy Boyy,232136456234074112,2025-11,20,16,36,Ruby
JESSEE | Healthy Boyy,232136456234074112,2025-12,8,1,9,Ruby
JESSEE | Healthy Boyy,232136456234074112,2026-01,26,14,40,Ruby
JESSEE | Healthy Boyy,232136456234074112,2026-02,14,32,46,Ruby
JESSEE | Healthy Boyy,232136456234074112,2026-03,6,21,27,Ruby
Twistd Freq,233406512662446082,2025-06,70,31,101,Ruby
Twistd Freq,233406512662446082,2025-07,252,31,283,Ruby
Twistd Freq,233406512662446082,2025-09,78,18,96,Ruby
Twistd Freq,233406512662446082,2025-10,260,13,273,Ruby
Twistd Freq,233406512662446082,2025-11,559,112,671,"Diamond, Guest, Ruby"
Twistd Freq,233406512662446082,2025-12,429,32,461,Diamond
Twistd Freq,233406512662446082,2026-01,331,31,362,Diamond
Twistd Freq,233406512662446082,2026-02,167,10,177,Diamond
Twistd Freq,233406512662446082,2026-03,615,41,656,Diamond
Twistd Freq,233406512662446082,2026-04,249,20,269,Diamond
AU Philthy,233545025122729994,2025-09,34,22,56,Sapphire
AU Philthy,233545025122729994,2025-10,3,1,4,Sapphire
AU Philthy,233545025122729994,2026-01,62,41,103,Sapphire
AU Philthy,233545025122729994,2026-02,32,30,62,"Emerald, Sapphire"
AU Philthy,233545025122729994,2026-03,7,1,8,Emerald
AU Philthy,233545025122729994,2026-04,7,0,7,Emerald
Arthole,234284498953437184,2026-02,57,23,80,Sapphire
Arthole,234284498953437184,2026-03,34,81,115,Sapphire
N3tany4hu,234551025892196353,2026-02,115,59,174,Sapphire
N3tany4hu,234551025892196353,2026-03,579,206,785,Sapphire
N3tany4hu,234551025892196353,2026-04,80,35,115,Sapphire
CausinKaos,234659641689243648,2025-06,17,2,19,Emerald
CausinKaos,234659641689243648,2025-07,31,8,39,"Emerald, Ruby"
CausinKaos,234659641689243648,2025-08,71,22,93,Ruby
CausinKaos,234659641689243648,2025-09,55,11,66,Ruby
CausinKaos,234659641689243648,2025-10,18,5,23,Ruby
CausinKaos,234659641689243648,2025-11,12,8,20,Ruby
CausinKaos,234659641689243648,2025-12,36,11,47,Ruby
CausinKaos,234659641689243648,2026-01,17,3,20,Ruby
CausinKaos,234659641689243648,2026-02,132,58,190,Ruby
CausinKaos,234659641689243648,2026-03,144,40,184,Ruby
CausinKaos,234659641689243648,2026-04,4,1,5,Ruby
Chickenspree,236755525700681729,2025-06,2,0,2,Guest
Chickenspree,236755525700681729,2025-09,125,32,157,"Emerald, Sapphire"
Chickenspree,236755525700681729,2025-10,213,59,272,Emerald
Chickenspree,236755525700681729,2025-11,160,39,199,"Emerald, Ruby"
Chickenspree,236755525700681729,2025-12,200,89,289,"Guest, Ruby"
Chickenspree,236755525700681729,2026-01,311,73,384,Ruby
Chickenspree,236755525700681729,2026-02,83,18,101,"Diamond, Ruby"
Chickenspree,236755525700681729,2026-03,88,9,97,Diamond
Mully,236847197038182400,2025-07,4,13,17,Sapphire
Mully,236847197038182400,2025-08,25,6,31,Sapphire
Mully,236847197038182400,2025-09,10,5,15,Sapphire
Mully,236847197038182400,2025-10,1,0,1,Sapphire
Mully,236847197038182400,2025-11,1,3,4,Sapphire
Mully,236847197038182400,2026-01,4,3,7,Sapphire
Mully,236847197038182400,2026-02,9,1,10,Sapphire
Mully,236847197038182400,2026-03,32,18,50,Sapphire
Mully,236847197038182400,2026-04,3,4,7,Sapphire
Bebo,237043493237686284,2025-12,221,186,407,Sapphire
Bebo,237043493237686284,2026-01,437,191,628,"Emerald, Sapphire"
Bebo,237043493237686284,2026-02,270,106,376,Emerald
Bebo,237043493237686284,2026-03,86,45,131,"Emerald, Helper"
Bebo,237043493237686284,2026-04,15,4,19,Emerald
Downsymdome,237852617143746570,2025-07,0,2,2,None
Downsymdome,237852617143746570,2025-09,3,4,7,Ruby
Downsymdome,237852617143746570,2025-10,2,32,34,Ruby
Downsymdome,237852617143746570,2025-11,5,22,27,Ruby
Downsymdome,237852617143746570,2025-12,6,6,12,Ruby
Downsymdome,237852617143746570,2026-01,21,33,54,Ruby
Downsymdome,237852617143746570,2026-02,35,47,82,Ruby
Downsymdome,237852617143746570,2026-03,3,5,8,Ruby
Yonnis / Gay Yonnis,238502267374796801,2025-08,27,0,27,Guest
Yonnis / Gay Yonnis,238502267374796801,2025-09,159,28,187,"Emerald, Guest"
Yonnis / Gay Yonnis,238502267374796801,2025-10,33,14,47,Emerald
Yonnis / Gay Yonnis,238502267374796801,2025-11,6,0,6,Emerald
Yonnis / Gay Yonnis,238502267374796801,2026-01,1,0,1,Emerald
Cazknight,238528107559124992,2025-08,3,11,14,Sapphire
Cazknight,238528107559124992,2025-09,5,10,15,Sapphire
Cazknight,238528107559124992,2025-10,7,1,8,Sapphire
Cazknight,238528107559124992,2025-11,3,32,35,Sapphire
Cazknight,238528107559124992,2025-12,0,3,3,None
Cazknight,238528107559124992,2026-01,1,20,21,Sapphire
Cazknight,238528107559124992,2026-02,0,13,13,None
Cazknight,238528107559124992,2026-03,3,23,26,Sapphire
Cazknight,238528107559124992,2026-04,4,4,8,Sapphire
Zekery,238646160628121611,2026-03,58,25,83,"Helper, Sapphire"
Zekery,238646160628121611,2026-04,9,6,15,Sapphire
HCRengar,238777934641496064,2025-06,74,43,117,Emerald
HCRengar,238777934641496064,2025-07,33,34,67,Emerald
HCRengar,238777934641496064,2025-08,7,8,15,Emerald
HCRengar,238777934641496064,2025-09,54,17,71,"Emerald, Ruby"
HCRengar,238777934641496064,2025-10,62,40,102,Ruby
HCRengar,238777934641496064,2025-11,57,40,97,Ruby
HCRengar,238777934641496064,2025-12,26,34,60,Ruby
HCRengar,238777934641496064,2026-01,51,65,116,Ruby
HCRengar,238777934641496064,2026-02,45,50,95,Ruby
HCRengar,238777934641496064,2026-03,35,68,103,Ruby
HCRengar,238777934641496064,2026-04,0,2,2,None
Nyarbi Barbi,239222217639067649,2026-02,2,0,2,Guest
Nyarbi Barbi,239222217639067649,2026-03,63,40,103,"Guest, Sapphire"
Nyarbi Barbi,239222217639067649,2026-04,4,8,12,Sapphire
SlightAmble,241795345015767041,2025-06,4,4,8,Diamond
SlightAmble,241795345015767041,2025-07,6,47,53,Diamond
SlightAmble,241795345015767041,2025-08,7,18,25,Diamond
SlightAmble,241795345015767041,2025-09,0,1,1,None
SlightAmble,241795345015767041,2025-10,5,5,10,Diamond
SlightAmble,241795345015767041,2025-11,4,20,24,Diamond
SlightAmble,241795345015767041,2025-12,8,43,51,Diamond
SlightAmble,241795345015767041,2026-01,11,65,76,Diamond
SlightAmble,241795345015767041,2026-02,8,39,47,Diamond
SlightAmble,241795345015767041,2026-03,64,107,171,Diamond
SlightAmble,241795345015767041,2026-04,11,17,28,Diamond
Joel Birch/Dead an Dumb,242119683682205697,2025-06,208,128,336,Diamond
Joel Birch/Dead an Dumb,242119683682205697,2025-07,528,113,641,Diamond
Joel Birch/Dead an Dumb,242119683682205697,2025-08,203,106,309,Diamond
Joel Birch/Dead an Dumb,242119683682205697,2025-09,51,21,72,Diamond
Joel Birch/Dead an Dumb,242119683682205697,2026-02,3,7,10,Diamond
sleek,245827675485241344,2025-06,27,45,72,Sapphire
sleek,245827675485241344,2025-07,209,130,339,Sapphire
sleek,245827675485241344,2025-08,121,72,193,"Emerald, Sapphire"
sleek,245827675485241344,2025-09,70,117,187,Emerald
sleek,245827675485241344,2025-10,6,11,17,Emerald
sleek,245827675485241344,2026-02,0,9,9,None
Jakeimb,246552938292445185,2025-06,0,5,5,None
Jakeimb,246552938292445185,2025-07,7,74,81,Ruby
Jakeimb,246552938292445185,2025-08,35,96,131,Ruby
Jakeimb,246552938292445185,2025-09,5,64,69,Ruby
Jakeimb,246552938292445185,2025-10,6,33,39,Ruby
Jakeimb,246552938292445185,2025-11,4,58,62,Ruby
Jakeimb,246552938292445185,2025-12,2,12,14,Ruby
Jakeimb,246552938292445185,2026-01,3,10,13,Ruby
Jakeimb,246552938292445185,2026-02,5,14,19,Ruby
Jakeimb,246552938292445185,2026-03,2,9,11,Ruby
idrinkibeer,247228400052207616,2025-06,303,19,322,Diamond
idrinkibeer,247228400052207616,2025-07,205,15,220,Diamond
idrinkibeer,247228400052207616,2025-08,1,0,1,Dragonstone
idrinkibeer,247228400052207616,2025-10,145,0,145,Dragonstone
idrinkibeer,247228400052207616,2025-11,14,0,14,Dragonstone
idrinkibeer,247228400052207616,2026-01,2,0,2,Dragonstone
idrinkibeer,247228400052207616,2026-02,0,1,1,None
idrinkibeer,247228400052207616,2026-03,552,45,597,Dragonstone
idrinkibeer,247228400052207616,2026-04,61,2,63,Dragonstone
DAZ,249441529758875649,2025-06,2,8,10,Ruby
DAZ,249441529758875649,2025-07,17,34,51,Ruby
DAZ,249441529758875649,2025-08,27,35,62,Ruby
